Step Temp PotEng KinEng Press Lx Ly Lz Volume
50000 520.38052911704 -331643.308880516 3972.16831280226 164.226690530017 99.8150063804576 99.8150063804576 99.8150063804576 994460.45187454
51000 515.897681623603 -331683.17408171 3937.949844262 -152.324504071177 99.8073422280496 99.8073422280496 99.8073422280496 994231.394795734
52000 514.438769005285 -331706.177687378 3926.81367342282 357.515626417649 99.7889422455615 99.7889422455615 99.7889422455615 993681.621577911
53000 509.745343622163 -331743.538138051 3890.98782187344 -207.343841948534 99.7951830825138 99.7951830825138 99.7951830825138 993868.068874258
54000 504.817612800059 -331789.704799221 3853.37347020122 -211.701495187826 99.7897973336144 99.7897973336144 99.7897973336144 993707.166268879
55000 499.847660638314 -331813.068036055 3815.43683462702 -415.552552330731 99.7896685657841 99.7896685657841 99.7896685657841 993703.31946227
56000 494.066780722491 -331858.92994648 3771.31022585341 -299.476212937835 99.7832299916326 99.7832299916326 99.7832299916326 993510.98633408
57000 488.943690564696 -331925.295393845 3732.20465742841 667.501336209608 99.7532225325432 99.7532225325432 99.7532225325432 992614.930683299
58000 483.705425309956 -331952.668327499 3692.21993452912 564.67597309583 99.747112561408 99.747112561408 99.747112561408 992432.546286548
59000 478.293844691453 -332012.631602473 3650.91226090908 287.558419473666 99.7425381437187 99.7425381437187 99.7425381437187 992296.013227519
60000 470.5803120309 -332044.648571038 3592.03332847477 61.6306949126806 99.7485489771924 99.7485489771924 99.7485489771924 992475.421702184
61000 470.470538810528 -332071.689108778 3591.19540760118 255.992124583924 99.7361349455528 99.7361349455528 99.7361349455528 992104.917425128
62000 463.045215145129 -332133.109268505 3534.51643187923 439.153265439405 99.7222858453291 99.7222858453291 99.7222858453291 991691.691486637
63000 459.27732068267 -332183.843341866 3505.75534234508 334.50623046817 99.7197168037241 99.7197168037241 99.7197168037241 991615.049694082
64000 453.048735268971 -332221.312759815 3458.21130825938 105.668814219153 99.7107387326236 99.7107387326236 99.7107387326236 991347.239399857
65000 447.467148626256 -332257.91857014 3415.60594476707 -520.393820976645 99.7250613657646 99.7250613657646 99.7250613657646 991774.497565761
66000 442.526577821304 -332301.610894058 3377.89358294622 -306.552319588664 99.7082154957676 99.7082154957676 99.7082154957676 991271.981490094
67000 435.620338636432 -332353.689161499 3325.17688253983 49.7446402144541 99.687637843435 99.687637843435 99.687637843435 990658.375860894
68000 431.399538315556 -332392.009565596 3292.95867230491 54.3805087178898 99.6862256743744 99.6862256743744 99.6862256743744 990616.275637018
69000 428.336942714595 -332428.550227174 3269.58126957675 233.886197828034 99.6764144363994 99.6764144363994 99.6764144363994 990323.811495201
70000 424.201544617815 -332477.310390307 3238.01495154267 399.42572637983 99.6646297242942 99.6646297242942 99.6646297242942 989972.595975199
71000 414.827492331321 -332498.019810682 3166.4609417911 -0.519078900015901 99.6727491491754 99.6727491491754 99.6727491491754 990214.567364756
72000 410.708465917733 -332547.144545602 3135.0195920784 -483.289249061336 99.6723295567564 99.6723295567564 99.6723295567564 990202.061897212
73000 406.809824875853 -332592.589615136 3105.26048784016 -574.902132431191 99.6697550987059 99.6697550987059 99.6697550987059 990125.335452558
74000 400.924908687328 -332631.784001064 3060.33974945816 -230.160883361933 99.6493435716115 99.6493435716115 99.6493435716115 989517.152010887
75000 398.078424964754 -332682.874439442 3038.61197177804 -31.3629987820299 99.6387704330644 99.6387704330644 99.6387704330644 989202.211896249
76000 393.075114586621 -332710.164347661 3000.42070628843 154.215871382703 99.6326015525452 99.6326015525452 99.6326015525452 989018.491470076
77000 388.519506697295 -332739.651478386 2965.64684314209 192.276726921249 99.6241965874096 99.6241965874096 99.6241965874096 988768.213009721
78000 382.387832865465 -332799.12975108 2918.84255447941 306.258087498054 99.6169200097385 99.6169200097385 99.6169200097385 988551.569158742
79000 377.0159065664 -332835.360521515 2877.83757018443 320.67104745908 99.607738506389 99.607738506389 99.607738506389 988278.255558565
80000 370.75173611018 -332873.402597561 2830.02190837555 -12.7106403927165 99.6068782741147 99.6068782741147 99.6068782741147 988252.650875975
