cooling_rate_K_per_ps,tag,step,strain,compressive_stress_GPa,a_type_line_length_A,a_type_density_m-2,ca_type_line_length_A,ca_type_density_m-2,c_type_line_length_A,c_type_density_m-2,hcp_partial_line_length_A,hcp_partial_density_m-2,unclassified_line_length_A,unclassified_density_m-2,a_type_line_fraction,ca_type_line_fraction,unclassified_line_fraction,dxa_quality_flag
1.0,R1p0,125000,0.25,1.63189421843551,29.52670507361082,3197781923545440.0,0.0,0.0,0.0,0.0,2984.6406870187457,3.232406058662076e+17,3797.1947213562494,4.11241302064127e+17,0.0043349192983459,0.0,0.5574794964811701,LOW_CONFIDENCE
1.0,R1p0,130000,0.26,1.49684351767494,52.34623152623044,5662639395369895.0,0.0,0.0,0.0,0.0,2384.46991430494,2.579439413332256e+17,3995.040076602962,4.321700085041936e+17,0.0081385885685143,0.0,0.621133299383835,LOW_CONFIDENCE
1.0,R1p0,135000,0.27,1.71253199252552,68.48022652013636,7417323525696029.0,0.0,0.0,0.0,0.0,2080.350690426005,2.253297762275576e+17,3867.719266411527,4.1892567480200096e+17,0.0113819754565596,0.0,0.6428466726846217,LOW_CONFIDENCE
1.0,R1p0,140000,0.28,1.90489993692144,57.11456108582321,6189482406031405.0,0.0,0.0,0.0,0.0,1853.987047951128,2.009158434582096e+17,4236.123287409144,4.590670060092067e+17,0.0092911129896748,0.0,0.6891114866902269,LOW_CONFIDENCE
1.0,R1p0,145000,0.29,2.25493776650909,17.826012053119413,1933939017991252.8,0.0,0.0,0.0,0.0,2502.470231746143,2.7149228936421488e+17,3886.375026004304,4.216317300212556e+17,0.0027824140341238,0.0,0.6066137721661913,LOW_CONFIDENCE
1.0,R1p0,150000,0.3,2.12258142175537,39.40452748751973,4273121958375314.5,0.0,0.0,0.0,0.0,1748.3468153777549,1.8959494362703456e+17,3680.940577050345,3.991700702984012e+17,0.0072054758367386,0.0,0.6730934254396876,LOW_CONFIDENCE
1.0,R1p0,155000,0.31,2.21119708904947,39.55793481577717,4291345225005579.0,0.0,0.0,0.0,0.0,1702.7663570981135,1.847204185421421e+17,3133.7468007569955,3.399568110022136e+17,0.0081126657228677,0.0,0.6426786527922571,LOW_CONFIDENCE
1.0,R1p0,160000,0.32,2.67332444536961,98.62326949425734,1.0718388400204938e+16,0.0,0.0,0.0,0.0,1728.920286080493,1.8789925779415776e+17,2941.768706846008,3.197117652379201e+17,0.0206787192927894,0.0,0.6168119311510246,LOW_CONFIDENCE
1.0,R1p0,165000,0.33,2.78072617647596,9.532370245717129,1036227647209249.8,0.0,0.0,0.0,0.0,1818.494207872686,1.9768157613624026e+17,3577.4740657788284,3.888935740614655e+17,0.0017634574248879,0.0,0.6618210414640813,LOW_CONFIDENCE
1.0,R1p0,170000,0.34,2.71632580680384,0.0,0.0,0.0,0.0,0.0,0.0,2184.087505370859,2.37335059350632e+17,3959.282796560924,4.3023762335390746e+17,0.0,0.0,0.6444805704314984,LOW_CONFIDENCE
1.0,R1p0,175000,0.35,2.23867770463689,23.51151096696869,2551500991720789.0,0.0,0.0,0.0,0.0,1560.1451487649697,1.693090631178361e+17,3801.393833050228,4.125324037479103e+17,0.004366070661451,0.0,0.7059160983068615,LOW_CONFIDENCE
1.0,R1p0,180000,0.36,2.65460495051285,33.38236815282598,3627802303536092.0,0.0,0.0,0.0,0.0,1923.4938488541093,2.0903416389647942e+17,3154.5836964476007,3.428218737591628e+17,0.0065308872060124,0.0,0.6171590406380789,LOW_CONFIDENCE
1.0,R1p0,185000,0.37,2.58925518228672,36.79735162529019,3997117074136092.0,0.0,0.0,0.0,0.0,1766.20551062098,1.918543017667701e+17,3064.5147072356995,3.328833059772242e+17,0.0075597778744548,0.0,0.6295847243468383,LOW_CONFIDENCE
1.0,R1p0,190000,0.38,2.75754750944155,16.405040685827622,1783324399549790.5,0.0,0.0,0.0,0.0,2379.1843666027253,2.586313324815753e+17,3375.293277164624,3.6691422911276864e+17,0.0028427264220814,0.0,0.5848833639016274,LOW_CONFIDENCE
1.0,R1p0,195000,0.39,2.64055023745621,16.916960228399994,1838201457208812.0,0.0,0.0,0.0,0.0,1927.4669655714963,2.094390798937568e+17,4430.231252088122,4.813901217128199e+17,0.0026538010148566,0.0,0.6949801875814418,LOW_CONFIDENCE
1.0,R1p0,200000,0.4,2.17288739091533,44.736863661823065,4855111667910378.0,0.0,0.0,0.0,0.0,1721.7282931783036,1.8685223864530426e+17,4553.536572901503,4.941769881874148e+17,0.0070786157306403,0.0,0.7204960959856659,LOW_CONFIDENCE
2.0,R2p0,0,0.0,0.0176651238820598,0.0,0.0,0.0,0.0,0.0,0.0,582.182614817895,6.29616651946125e+16,468.6583039250641,5.0684280965062296e+16,0.0,0.0,0.4459840643488496,ACCEPTABLE
2.0,R2p0,5000,0.0099999999999999,1.35425648984061,0.0,0.0,0.0,0.0,0.0,0.0,752.5802499994647,8.16595321025337e+16,289.2750436038471,3.1388100750248216e+16,0.0,0.0,0.2776537637999361,ACCEPTABLE
2.0,R2p0,10000,0.02,2.65925726501693,4.314779239027981,469509220636723.1,0.0,0.0,0.0,0.0,817.4212638572205,8.894703512385189e+16,1024.233472012596,1.114511386457425e+17,0.0023374054683528,0.0,0.554848530070229,CAUTION
2.0,R2p0,15000,0.0299999999999999,3.14512889665256,29.135697872097715,3169254685186092.0,0.0,0.0,0.0,0.0,1025.361130232044,1.115343308494311e+17,1666.7339889753769,1.813000850951919e+17,0.0107068087312662,0.0,0.6124926920988464,CAUTION
2.0,R2p0,20000,0.04,3.31748996050783,18.677748494063923,2029360225310503.2,0.0,0.0,0.0,0.0,1022.9427122352286,1.1114397721123507e+17,2252.085948278674,2.4469189361179898e+17,0.0056707387285588,0.0,0.6837543085562929,CAUTION
2.0,R2p0,25000,0.0499999999999999,3.64004223719166,24.017838140628903,2608887874962098.0,0.0,0.0,0.0,0.0,1133.302183124183,1.2310260011367277e+17,2839.6648798874503,3.0845271046947296e+17,0.0060089889590788,0.0,0.7104517405279224,LOW_CONFIDENCE
2.0,R2p0,30000,0.0599999999999999,3.48889414963483,18.680936414197333,2026652165308064.0,0.0,0.0,0.0,0.0,986.3715366285252,1.070091973005806e+17,3590.8544794876457,3.895636088472007e+17,0.004064689865819,0.0,0.7813157482465196,LOW_CONFIDENCE
2.0,R2p0,35000,0.0699999999999999,2.64215602708392,15.832848816275424,1714269741387087.8,0.0,0.0,0.0,0.0,1505.3668676076632,1.6299055847572666e+17,5679.0230464097895,6.148847552370179e+17,0.0021989387464512,0.0,0.7887287981871751,LOW_CONFIDENCE
2.0,R2p0,40000,0.08,1.78626027401112,11.172493240113942,1208436395725036.5,0.0,0.0,0.0,0.0,1571.7908701541471,1.7000764763436326e+17,5359.704616588434,5.797150188255483e+17,0.0016092506904156,0.0,0.7719949494980448,LOW_CONFIDENCE
2.0,R2p0,45000,0.0899999999999999,1.61416597733452,13.729861329465892,1484117523327020.2,0.0,0.0,0.0,0.0,1464.3191783442642,1.582843191329659e+17,4046.033707600293,4.373525253699691e+17,0.0024854554063733,0.0,0.7324353911238737,LOW_CONFIDENCE
2.0,R2p0,50000,0.1,1.80220355407854,0.0,0.0,0.0,0.0,0.0,0.0,1679.659052753973,1.8173002965653466e+17,4060.978215366743,4.393758901862316e+17,0.0,0.0,0.7074089557823889,LOW_CONFIDENCE
2.0,R2p0,55000,0.11,1.89783530499288,0.0,0.0,0.0,0.0,0.0,0.0,1799.6001526133548,1.946420133141858e+17,4230.497231683078,4.57564141289445e+17,0.0,0.0,0.7015636667328339,LOW_CONFIDENCE
2.0,R2p0,60000,0.12,1.87859831684105,20.12947658592708,2176890562558424.8,0.0,0.0,0.0,0.0,1545.472655921065,1.6713424340694176e+17,3695.585769505925,3.996569781842716e+17,0.0038260326300502,0.0,0.7024242126178389,LOW_CONFIDENCE
2.0,R2p0,65000,0.13,1.57190200132549,0.0,0.0,0.0,0.0,0.0,0.0,2018.9623746645616,2.182243913955309e+17,3038.345376398849,3.284068484556204e+17,0.0,0.0,0.6007831688233668,LOW_CONFIDENCE
2.0,R2p0,70000,0.14,1.5857333006499,9.26277260480926,1001569234822621.6,0.0,0.0,0.0,0.0,1796.8825898358316,1.9429412740128736e+17,3093.424857543146,3.34487231818919e+17,0.0018905275746491,0.0,0.6313665727100002,LOW_CONFIDENCE
2.0,R2p0,75000,0.15,1.72773733579659,0.0,0.0,0.0,0.0,0.0,0.0,2009.9541864359617,2.173562674481029e+17,3066.3434651430493,3.3159411035093766e+17,0.0,0.0,0.6040511560998096,LOW_CONFIDENCE
2.0,R2p0,80000,0.16,1.78943795432085,0.0,0.0,0.0,0.0,0.0,0.0,2183.2678957766675,2.361399156221497e+17,3086.895598483696,3.338753194559365e+17,0.0,0.0,0.5857305189574432,LOW_CONFIDENCE
2.0,R2p0,85000,0.17,1.82791044841781,12.128845974996064,1312142391281399.5,0.0,0.0,10.52255657492706,1138368198844497.8,1646.735398857878,1.7814978675791178e+17,3572.189851825822,3.864524080814213e+17,0.0023139690168441,0.0,0.6815105622126267,LOW_CONFIDENCE
2.0,R2p0,90000,0.18,1.84520818020167,6.687651345643615,723239802730728.0,0.0,0.0,0.0,0.0,1973.3632561277525,2.1341047526462352e+17,3315.273670897391,3.585321291158681e+17,0.0012629351131675,0.0,0.626075629894136,LOW_CONFIDENCE
2.0,R2p0,95000,0.19,1.90500502468588,0.0,0.0,0.0,0.0,0.0,0.0,1943.654773645088,2.102501569353113e+17,3569.4040875073056,3.861116591999213e+17,0.0,0.0,0.6474453071159834,LOW_CONFIDENCE
2.0,R2p0,100000,0.2,1.94649049313309,0.0,0.0,0.0,0.0,0.0,0.0,1582.0586475874125,1.710980673515516e+17,4020.779758729386,4.3484332708773696e+17,0.0,0.0,0.7176326474445962,LOW_CONFIDENCE
2.0,R2p0,105000,0.21,1.87949387722214,0.0,0.0,0.0,0.0,0.0,0.0,1574.7596348810755,1.7026052695978922e+17,4507.848516147521,4.873814687738948e+17,0.0,0.0,0.7411045400623458,LOW_CONFIDENCE
2.0,R2p0,110000,0.22,1.86491408686853,19.78240870963652,2138462525340864.8,0.0,0.0,0.0,0.0,1680.1156623686818,1.8161915644091888e+17,3881.098739574526,4.195436629354872e+17,0.0035446013285433,0.0,0.6954131799836172,LOW_CONFIDENCE
2.0,R2p0,115000,0.23,2.00144648857979,8.926186318870453,965147135311295.2,0.0,0.0,14.360513991192107,1552735787163215.8,1802.6398110884736,1.949110838065384e+17,3875.61121165834,4.1905186883727565e+17,0.0015655752452137,0.0,0.6797484117285526,LOW_CONFIDENCE
2.0,R2p0,120000,0.24,1.73973752086447,35.38691860530211,3823977722468468.0,0.0,0.0,0.0,0.0,2719.029816569222,2.9382353296312006e+17,4150.407005681379,4.485008741768393e+17,0.0051149788321542,0.0,0.5999178457913069,LOW_CONFIDENCE
2.0,R2p0,125000,0.25,1.67631719619529,99.72079804599964,1.0780154870147356e+16,0.0,0.0,0.0,0.0,2363.841690802362,2.5553926577689168e+17,3204.5240337816485,3.4641986472411e+17,0.0175933796437053,0.0,0.5653625824142746,LOW_CONFIDENCE
2.0,R2p0,130000,0.26,1.75056015498355,137.94601786428376,1.4915937726774072e+16,0.0,0.0,0.0,0.0,2967.203687196176,3.2084018158766854e+17,2796.677398203456,3.024013781573605e+17,0.0233734427408072,0.0,0.4738663721031058,LOW_CONFIDENCE
2.0,R2p0,135000,0.27,1.73511810214905,103.3429548666387,1.117735554393698e+16,0.0,0.0,0.0,0.0,3074.9341198909374,3.325783743706287e+17,3696.491629879222,3.9980472075397536e+17,0.0149870990926347,0.0,0.5360760820472645,LOW_CONFIDENCE
2.0,R2p0,140000,0.28,1.74146678126143,160.36085691534132,1.7347049146420156e+16,0.0,0.0,0.0,0.0,2612.3135732217165,2.825872398802473e+17,4058.6791107141175,4.390479532064105e+17,0.0234742435677484,0.0,0.5941251739415042,LOW_CONFIDENCE
2.0,R2p0,145000,0.29,1.77767449408951,47.03348017545078,5088415094382764.0,0.0,0.0,0.0,0.0,3121.4098472629657,3.3769623092568966e+17,3460.401318018654,3.743707298193648e+17,0.0070895963810915,0.0,0.5216039419118814,LOW_CONFIDENCE
2.0,R2p0,150000,0.3,1.72863070214637,10.868118801876587,1175898055665442.0,0.0,0.0,0.0,0.0,3839.917118911824,4.154675851781449e+17,4318.984158492259,4.67301210725076e+17,0.0013302846475597,0.0,0.528654353511862,LOW_CONFIDENCE
2.0,R2p0,155000,0.31,1.62464617964316,15.93786048597354,1723984269775067.2,0.0,0.0,0.0,0.0,3755.572728240016,4.062369797489499e+17,4877.479484118659,5.275926410681932e+17,0.0018427423724318,0.0,0.5639363027404264,LOW_CONFIDENCE
2.0,R2p0,160000,0.32,1.64667199413753,10.251891968163974,1109711777102001.0,0.0,0.0,0.0,0.0,3686.38018056946,3.990306875996042e+17,3107.2124276256054,3.3633891535352966e+17,0.0015067792874922,0.0,0.4566848092355812,LOW_CONFIDENCE
2.0,R2p0,165000,0.33,1.65355620797162,8.217082938151618,889135426394052.1,0.0,0.0,0.0,0.0,3138.47504573279,3.396009714175319e+17,3705.591412723265,4.009662097356141e+17,0.0011991743903346,0.0,0.5407819729493133,LOW_CONFIDENCE
2.0,R2p0,170000,0.34,1.75967197393707,157.48624177151942,1.7052941977827984e+16,0.0,0.0,0.0,0.0,2660.215372551472,2.880537238450389e+17,4458.310054222946,4.827552033664707e+17,0.0216445834539174,0.0,0.6127409159465944,LOW_CONFIDENCE
2.0,R2p0,175000,0.35,1.9339596991425,58.62820745922848,6351671121402198.0,0.0,0.0,0.0,0.0,2635.1326780613394,2.85485380803176e+17,3615.7233939458265,3.9172075796919264e+17,0.0092920760021588,0.0,0.5730616376544191,LOW_CONFIDENCE
2.0,R2p0,180000,0.36,2.17893195261898,33.00071207519512,3577774129110466.5,0.0,0.0,0.0,0.0,2441.3483900764672,2.6467892845034704e+17,3480.373302598892,3.7732487509093984e+17,0.005541939629103,0.0,0.5844728042775461,LOW_CONFIDENCE
2.0,R2p0,185000,0.37,2.53931962552315,0.0,0.0,0.0,0.0,0.0,0.0,2042.9082430134488,2.216706982640949e+17,4259.003048351068,4.6213342320469306e+17,0.0,0.0,0.6758271977244682,LOW_CONFIDENCE
2.0,R2p0,190000,0.38,2.33546596302114,87.79846098187609,9520064675856718.0,0.0,0.0,0.0,0.0,2005.467912428182,2.174546571563797e+17,4941.104461599567,5.357683212044261e+17,0.0124813523542018,0.0,0.7024230848063904,LOW_CONFIDENCE
2.0,R2p0,195000,0.39,2.12276896712904,44.54069252578014,4830163666680517.0,0.0,0.0,0.0,0.0,1866.294680775612,2.023881589444053e+17,5336.950253420923,5.787593713329586e+17,0.0061454207974309,0.0,0.7363559752297008,LOW_CONFIDENCE
2.0,R2p0,200000,0.4,2.34602165226184,10.279186898056205,1115652431735474.8,0.0,0.0,0.0,0.0,2933.1121921405093,3.183455833781296e+17,4097.955946185474,4.4477200014441024e+17,0.0014598323904905,0.0,0.581984634035232,LOW_CONFIDENCE
5.0,R5p0,0,-1.42669411605233e-16,0.0184271762756378,27.69255874861155,2993467875711584.0,0.0,0.0,0.0,0.0,740.8599842188737,8.008434985339094e+16,90.85366916051154,9820961020301364.0,0.0322228980403124,0.0,0.105716793616777,ACCEPTABLE
5.0,R5p0,5000,0.0099999999999998,1.34402718319716,25.76427560652317,2794843122138969.0,0.0,0.0,0.0,0.0,630.6060093306071,6.840653682150962e+16,256.33304949270735,2.7806357581822144e+16,0.0282285323550593,0.0,0.2808503484353299,ACCEPTABLE
5.0,R5p0,10000,0.0199999999999999,2.54963431959062,23.415766150400355,2545445781713584.5,0.0,0.0,0.0,0.0,747.2885519694829,8.123511654992549e+16,378.6625690401306,4.11630793058441e+16,0.0203727516530937,0.0,0.3294531739780437,ACCEPTABLE
5.0,R5p0,15000,0.0299999999999997,3.32628517288218,22.4627734983652,2443647288046796.0,0.0,0.0,0.0,0.0,845.384689823629,9.196647087209155e+16,1642.2441067948414,1.7865404546647418e+17,0.0089489856727894,0.0,0.6542566519668446,CAUTION
5.0,R5p0,20000,0.0399999999999997,3.39960572784679,6.423309990301298,697868860493089.5,0.0,0.0,0.0,0.0,1029.917049855561,1.1189667617947088e+17,2770.9882436711328,3.010576184195359e+17,0.0016870910444577,0.0,0.727803804775729,LOW_CONFIDENCE
5.0,R5p0,25000,0.0499999999999997,3.37237653358175,24.66683715048641,2677332124861666.5,0.0,0.0,0.0,0.0,881.594425012538,9.568803088881107e+16,3457.973105056197,3.753275065057149e+17,0.005652042277052,0.0,0.7923435851726564,LOW_CONFIDENCE
5.0,R5p0,30000,0.0599999999999997,3.39043757116419,0.0,0.0,0.0,0.0,0.0,0.0,1210.7507842658283,1.3137415768967248e+17,3612.348685909831,3.91962798670056e+17,0.0,0.0,0.7489683155504706,LOW_CONFIDENCE
5.0,R5p0,35000,0.0699999999999998,3.3634528934166,12.810167201759084,1388088404678549.8,0.0,0.0,0.0,0.0,1440.7885511024404,1.5612145024182627e+17,3741.19226428083,4.053893692354144e+17,0.0024659639328519,0.0,0.7201814811842807,LOW_CONFIDENCE
5.0,R5p0,40000,0.0799999999999998,2.60133717174242,0.0,0.0,0.0,0.0,0.0,0.0,1351.5848282939603,1.462302597697607e+17,5431.308249558359,5.876224707442671e+17,0.0,0.0,0.800736232639846,LOW_CONFIDENCE
5.0,R5p0,45000,0.0899999999999999,2.21845331027082,0.0,0.0,0.0,0.0,0.0,0.0,1927.9973720429407,2.0851858115275408e+17,6093.208822333388,6.589984388589216e+17,0.0,0.0,0.7596374752970863,LOW_CONFIDENCE
5.0,R5p0,50000,0.0999999999999998,1.78732876322136,37.70095699497759,4074141217697347.0,0.0,0.0,0.0,0.0,2478.5288704736395,2.678413874691487e+17,4942.582268397694,5.341184878734421e+17,0.0050545524555943,0.0,0.6626500580617767,CAUTION
5.0,R5p0,55000,0.11,1.68998358302265,32.455840157383264,3509408846893298.0,0.0,0.0,0.0,0.0,1955.0859984593776,2.1140097024632803e+17,4997.032957958653,5.403228382269481e+17,0.0046467882587923,0.0,0.7154383915265299,LOW_CONFIDENCE
5.0,R5p0,60000,0.12,1.61243615416851,20.26629559773442,2190311285908734.0,0.0,0.0,0.0,0.0,2670.667672594832,2.8863654514394835e+17,4173.169788359139,4.510217884356829e+17,0.0029525042622484,0.0,0.6079700914159254,CAUTION
5.0,R5p0,65000,0.13,1.76197890225704,0.0,0.0,0.0,0.0,0.0,0.0,3323.845349947577,3.593951169402053e+17,5098.441892536314,5.512756844146886e+17,0.0,0.0,0.6053512241684945,CAUTION
5.0,R5p0,70000,0.14,1.60112741168404,0.0,0.0,0.0,0.0,0.0,0.0,3316.045213290469,3.5826233584877574e+17,5290.919116560606,5.716258131489791e+17,0.0,0.0,0.6147253449407692,LOW_CONFIDENCE
5.0,R5p0,75000,0.15,1.50677525961831,23.5842545090786,2547882351844405.0,0.0,0.0,0.0,0.0,3502.291662061889,3.783637559264079e+17,4876.206569537611,5.267921721965007e+17,0.0028069534604154,0.0,0.5803569028987272,LOW_CONFIDENCE
5.0,R5p0,80000,0.16,1.44712698055802,34.51212966545461,3727789867402549.0,0.0,0.0,0.0,0.0,3432.77539121173,3.707874722444876e+17,4384.0496072120495,4.735383142789293e+17,0.0043957008981289,0.0,0.5583825449970189,LOW_CONFIDENCE
5.0,R5p0,85000,0.17,1.58452660440982,49.53173948165789,5350174274863946.0,0.0,0.0,0.0,0.0,3163.7823415124976,3.417361690093106e+17,4829.966850862683,5.217092043274675e+17,0.0061581511203318,0.0,0.6004970971152763,LOW_CONFIDENCE
5.0,R5p0,90000,0.18,1.63757395383116,18.723327639067744,2023697697816311.5,0.0,0.0,0.0,0.0,2977.8033668494377,3.218537823089079e+17,3936.4279709824737,4.254660483468209e+17,0.0027006274442147,0.0,0.5677850441728022,LOW_CONFIDENCE
5.0,R5p0,95000,0.19,1.4269558268522,64.37162087719302,6956071262817390.0,0.0,0.0,0.0,0.0,2819.414259130956,3.0466914206392166e+17,3443.458460179359,3.721040749502958e+17,0.0101737213573903,0.0,0.5442271982936117,LOW_CONFIDENCE
5.0,R5p0,100000,0.2,1.4993346166247,30.53783946036476,3300712215452500.5,0.0,0.0,0.0,0.0,2793.0650336728163,3.0189116316374125e+17,3604.695122875619,3.896169943685824e+17,0.0047505326416611,0.0,0.5607542035409223,LOW_CONFIDENCE
5.0,R5p0,105000,0.21,1.60521856564172,0.0,0.0,0.0,0.0,0.0,0.0,2169.946619595407,2.346607727958718e+17,3631.529799597313,3.9271822703345306e+17,0.0,0.0,0.6259664845974922,LOW_CONFIDENCE
5.0,R5p0,110000,0.22,1.65775619958868,0.0,0.0,0.0,0.0,0.0,0.0,1429.667438827661,1.5464689707882797e+17,3544.456735267506,3.834033153813388e+17,0.0,0.0,0.7125790614007483,LOW_CONFIDENCE
5.0,R5p0,115000,0.23,1.43716316831645,37.5967486070042,4064341800774247.0,0.0,0.0,0.0,0.0,2536.692887257788,2.742254934110928e+17,3978.826912715229,4.301252937702535e+17,0.0057107933676918,0.0,0.6043676431130274,LOW_CONFIDENCE
5.0,R5p0,120000,0.24,1.80677599155004,0.0,0.0,0.0,0.0,0.0,0.0,1931.3390637846423,2.090518248959006e+17,3882.101151635584,4.202060349722158e+17,0.0,0.0,0.6677803516991984,LOW_CONFIDENCE
5.0,R5p0,125000,0.25,1.59456225407593,21.9960319454848,2379452703461103.5,0.0,0.0,0.0,0.0,2604.904811963881,2.817893614833847e+17,3255.4559227511045,3.521636727745645e+17,0.0037393229989299,0.0,0.5534271469561494,LOW_CONFIDENCE
5.0,R5p0,130000,0.26,1.84338580381172,56.38786172241917,6106344777283576.0,0.0,0.0,9.084311573243312,983756731254734.6,2131.700125448117,2.308457091677496e+17,3304.3385547338457,3.578328714680356e+17,0.0102495229445517,0.0,0.6006238363857996,LOW_CONFIDENCE
5.0,R5p0,135000,0.27,1.75749666083178,41.46731078645752,4489036296925381.5,0.0,0.0,0.0,0.0,1993.8347938440456,2.158422282489005e+17,3264.694612467177,3.5341893013539885e+17,0.0078240257494282,0.0,0.6159804971077317,LOW_CONFIDENCE
5.0,R5p0,140000,0.28,1.89952006743656,29.396840708202863,3184630914502889.0,0.0,0.0,0.0,0.0,2053.352728785398,2.2244467163589325e+17,2888.609194769703,3.1293002649138323e+17,0.00586250391324,0.0,0.5760647164861201,LOW_CONFIDENCE
5.0,R5p0,145000,0.29,2.18131167108199,9.826516014825248,1065972149317196.0,0.0,0.0,0.0,0.0,2032.3843843004456,2.2047133969994144e+17,2529.206923352384,2.743662286904459e+17,0.0021495554320041,0.0,0.553265315250313,LOW_CONFIDENCE
5.0,R5p0,150000,0.3,2.30817428959419,0.0,0.0,0.0,0.0,0.0,0.0,1555.7851786667277,1.687716220638252e+17,2859.4307376090906,3.101911307440374e+17,0.0,0.0,0.6476310087278785,LOW_CONFIDENCE
5.0,R5p0,155000,0.31,2.15880029384987,26.265254331579072,2848340929212620.5,0.0,0.0,0.0,0.0,2126.171462464485,2.3057310325680582e+17,2107.693373629414,2.2856924309774845e+17,0.0061653643842026,0.0,0.4947485942662633,LOW_CONFIDENCE
5.0,R5p0,160000,0.32,2.26823392360248,73.25785649425298,7945864786596173.0,0.0,0.0,0.0,0.0,1890.1399709709976,2.0501277754768288e+17,2881.550327285381,3.125454438893908e+17,0.0151204624186579,0.0,0.5947535938975782,LOW_CONFIDENCE
5.0,R5p0,165000,0.33,2.57611970220678,7.496053158385814,813770767706562.2,0.0,0.0,0.0,0.0,2880.289472574096,3.126839319024361e+17,2855.012000499705,3.099398121075216e+17,0.0013052964385641,0.0,0.497146554002377,LOW_CONFIDENCE
5.0,R5p0,170000,0.34,2.43511689088541,69.77497839441313,7570651320096219.0,0.0,0.0,0.0,0.0,1843.0107069568928,1.999684093444572e+17,3957.098089221429,4.293488950089472e+17,0.011886943775048,0.0,0.6741356798856663,LOW_CONFIDENCE
5.0,R5p0,175000,0.35,2.30384732675388,76.1015077326432,8255656780192198.0,0.0,0.0,0.0,0.0,2100.621554335901,2.278799868012644e+17,4041.531430701223,4.384341040317725e+17,0.0122384035296608,0.0,0.6499462888501085,LOW_CONFIDENCE
5.0,R5p0,180000,0.36,2.32586606761227,72.03346594513096,7817340961547506.0,0.0,0.0,0.0,0.0,2036.1430962879188,2.2096985923609616e+17,3963.7261932498095,4.301583815840944e+17,0.0118634090244751,0.0,0.6527980359485519,LOW_CONFIDENCE
5.0,R5p0,185000,0.37,2.55507533398048,48.2040932822655,5233009984107424.0,0.0,0.0,0.0,0.0,2175.5090332816326,2.3617206997371462e+17,3617.819585715508,3.927485141539597e+17,0.0082519598291277,0.0,0.6193271122338383,LOW_CONFIDENCE
5.0,R5p0,190000,0.38,2.61024628527,30.485875205708723,3308309472682071.0,0.0,0.0,0.0,0.0,1887.0588977069367,2.0478253567159523e+17,5062.674742119775,5.493985228715608e+17,0.0043674665445771,0.0,0.7252887579275886,LOW_CONFIDENCE
5.0,R5p0,195000,0.39,2.34663283862777,94.68495540852712,1.0272291576254886e+16,0.0,0.0,0.0,0.0,2125.6524699437555,2.306102576363699e+17,5526.444461912822,5.995593349314186e+17,0.0122224888716925,0.0,0.7133858345744465,LOW_CONFIDENCE
5.0,R5p0,200000,0.4,2.5250663552876,0.0,0.0,0.0,0.0,0.0,0.0,2098.636812608354,2.27915137565218e+17,5120.917190465451,5.561393657602026e+17,0.0,0.0,0.7093121248605059,LOW_CONFIDENCE
