cooling_rate_K_per_ps,tag,step,strain,compressive_stress_GPa,total_line_length_A,ti_matrix_volume_A3,total_dislocation_density_m-2,delta_total_dislocation_density_m-2,hcp_identified_fraction,other_structure_fraction,unclassified_line_fraction,dxa_quality_flag
2.0,R2p0,75000,0.15,1.72773733579659,5076.29765157901,924727.9639248812,5.489503777990405e+17,4.3530443163936576e+17,0.2684469696969697,0.4026136363636363,0.6040511560998096,LOW_CONFIDENCE
2.0,R2p0,80000,0.16,1.78943795432085,5270.163494260366,924565.3747374674,5.700152350780865e+17,4.563692889184118e+17,0.2658712121212121,0.4152083333333333,0.5857305189574432,LOW_CONFIDENCE
2.0,R2p0,85000,0.17,1.82791044841781,5241.57665323362,924354.4035759252,5.670527054294586e+17,4.534067592697838e+17,0.2507007575757575,0.4293560606060606,0.6815105622126267,LOW_CONFIDENCE
2.0,R2p0,90000,0.18,1.84520818020167,5295.324578370788,924679.659553184,5.7266584418322246e+17,4.5901989802354765e+17,0.2442613636363636,0.4309090909090909,0.626075629894136,LOW_CONFIDENCE
2.0,R2p0,95000,0.19,1.90500502468588,5513.0588611523945,924448.667233624,5.963618161352328e+17,4.82715869975558e+17,0.2388446969696969,0.4238257575757576,0.6474453071159834,LOW_CONFIDENCE
2.0,R2p0,100000,0.2,1.94649049313309,5602.838406316799,924650.214976882,6.059413944392886e+17,4.922954482796138e+17,0.2215719696969696,0.4493371212121212,0.7176326474445962,LOW_CONFIDENCE
2.0,R2p0,105000,0.21,1.87949387722214,6082.608151028593,924911.7590555736,6.576419957336837e+17,5.4399604957400896e+17,0.2155681818181818,0.4537878787878788,0.7411045400623458,LOW_CONFIDENCE
2.0,R2p0,110000,0.22,1.86491408686853,5580.996810652853,925076.2393642254,6.033012819017478e+17,4.896553357420731e+17,0.2134280303030303,0.4607386363636364,0.6954131799836172,LOW_CONFIDENCE
2.0,R2p0,115000,0.23,2.00144648857979,5701.5377230568765,924852.3869877552,6.164808355662885e+17,5.0283488940661376e+17,0.1992045454545454,0.4562689393939394,0.6797484117285526,LOW_CONFIDENCE
2.0,R2p0,120000,0.24,1.73973752086447,6918.292287516279,925395.521981729,7.476038216287018e+17,6.339578754690271e+17,0.2034280303030303,0.4543371212121212,0.5999178457913069,LOW_CONFIDENCE
2.0,R2p0,125000,0.25,1.67631719619529,5668.08652263001,925040.4956810842,6.12739285371149e+17,4.990933392114743e+17,0.2068560606060606,0.4665530303030303,0.5653625824142746,LOW_CONFIDENCE
2.0,R2p0,130000,0.26,1.75056015498355,5901.82710326392,924822.9671586184,6.381574974718036e+17,5.245115513121289e+17,0.2084659090909091,0.4797159090909091,0.4738663721031058,LOW_CONFIDENCE
2.0,R2p0,135000,0.27,1.73511810214905,6895.460837876574,924574.2828919478,7.45798468059102e+17,6.321525218994272e+17,0.2176325757575757,0.4691287878787878,0.5360760820472645,LOW_CONFIDENCE
2.0,R2p0,140000,0.28,1.74146678126143,6831.353540851179,924427.2934364424,7.389822422330783e+17,6.253362960734035e+17,0.2081439393939393,0.4698484848484848,0.5941251739415042,LOW_CONFIDENCE
2.0,R2p0,145000,0.29,1.77767449408951,6634.154844257765,924324.7514805204,7.17729870765835e+17,6.040839246061603e+17,0.1972727272727272,0.465625,0.5216039419118814,LOW_CONFIDENCE
2.0,R2p0,150000,0.3,1.72863070214637,8169.769396205965,924239.8819790808,8.839446939588869e+17,7.702987477992122e+17,0.2120643939393939,0.4620643939393939,0.528654353511862,LOW_CONFIDENCE
2.0,R2p0,155000,0.31,1.62464617964316,8648.990072844643,924478.3009564813,9.355536050869176e+17,8.219076589272429e+17,0.2152840909090909,0.4351515151515152,0.5639363027404264,LOW_CONFIDENCE
2.0,R2p0,160000,0.32,1.64667199413753,6803.844500163234,923833.7539263272,7.364793147302364e+17,6.228333685705617e+17,0.2142424242424242,0.4302083333333333,0.4566848092355812,LOW_CONFIDENCE
2.0,R2p0,165000,0.33,1.65355620797162,6852.283541394203,924165.5089007694,7.414563165795397e+17,6.27810370419865e+17,0.2003409090909091,0.4121969696969697,0.5407819729493133,LOW_CONFIDENCE
2.0,R2p0,170000,0.34,1.75967197393707,7276.011668545937,923513.6199740844,7.878618691893376e+17,6.742159230296628e+17,0.1897727272727272,0.4116477272727272,0.6127409159465944,LOW_CONFIDENCE
2.0,R2p0,175000,0.35,1.9339596991425,6309.484279466398,923035.9434335084,6.835578098937713e+17,5.699118637340965e+17,0.1731818181818182,0.4070833333333333,0.5730616376544191,LOW_CONFIDENCE
2.0,R2p0,180000,0.36,2.17893195261898,5954.722404750559,922381.0918270577,6.455815776703978e+17,5.319356315107231e+17,0.169810606060606,0.4134280303030303,0.5844728042775461,LOW_CONFIDENCE
2.0,R2p0,185000,0.37,2.53931962552315,6301.91129136452,921595.97953698,6.838041214687885e+17,5.701581753091137e+17,0.1542992424242424,0.4081060606060606,0.6758271977244682,LOW_CONFIDENCE
2.0,R2p0,190000,0.38,2.33546596302114,7034.3708350096285,922246.4759565832,7.627430430366629e+17,6.490970968769882e+17,0.149185606060606,0.4254734848484848,0.7024230848063904,LOW_CONFIDENCE
2.0,R2p0,195000,0.39,2.12276896712904,7247.785626722322,922136.3001223163,7.859776939440452e+17,6.723317477843704e+17,0.1466287878787879,0.4342613636363636,0.7363559752297008,LOW_CONFIDENCE
2.0,R2p0,200000,0.4,2.34602165226184,7041.347325224042,921361.044502562,7.642332359542756e+17,6.505872897946008e+17,0.1231439393939393,0.43625,0.581984634035232,LOW_CONFIDENCE
5.0,R5p0,0,-1.42669411605233e-16,0.0184271762756378,859.4062121279967,925099.5800991748,9.289877874940387e+16,0.0,0.6580303030303031,0.3118560606060606,0.105716793616777,ACCEPTABLE
5.0,R5p0,5000,0.0099999999999998,1.34402718319716,912.7033344298376,921850.511122967,9.900773752547074e+16,6108958776066864.0,0.6589772727272727,0.3117613636363636,0.2808503484353299,ACCEPTABLE
5.0,R5p0,10000,0.0199999999999999,2.54963431959062,1149.366887160014,919908.265916273,1.2494364163748318e+17,3.204486288807931e+16,0.6567424242424242,0.3095643939393939,0.3294531739780437,ACCEPTABLE
5.0,R5p0,15000,0.0299999999999997,3.32628517288218,2510.0915701168365,919231.4131520864,2.7306416362661264e+17,1.801653848772088e+17,0.6225378787878788,0.3266098484848485,0.6542566519668446,CAUTION
5.0,R5p0,20000,0.0399999999999997,3.39960572784679,3807.328603516996,920417.9114343652,4.136521634595e+17,3.207533847100961e+17,0.590094696969697,0.3296401515151515,0.727803804775729,LOW_CONFIDENCE
5.0,R5p0,25000,0.0499999999999997,3.37237653358175,4364.234367219221,921321.5245665838,4.736928695193877e+17,3.807940907699839e+17,0.5572916666666666,0.3448295454545454,0.7923435851726564,LOW_CONFIDENCE
5.0,R5p0,30000,0.0599999999999997,3.39043757116419,4823.09947017566,921604.983474621,5.233369563597285e+17,4.304381776103246e+17,0.5287121212121212,0.3565719696969697,0.7489683155504706,LOW_CONFIDENCE
5.0,R5p0,35000,0.0699999999999998,3.3634528934166,5194.790982585027,922863.9298896552,5.62898907881919e+17,4.700001291325151e+17,0.4889962121212121,0.3809659090909091,0.7201814811842807,LOW_CONFIDENCE
5.0,R5p0,40000,0.0799999999999998,2.60133717174242,6782.893077852323,924285.3226288653,7.338527305140283e+17,6.409539517646244e+17,0.4320643939393939,0.3864015151515151,0.800736232639846,LOW_CONFIDENCE
5.0,R5p0,45000,0.0899999999999999,2.21845331027082,8021.206194376334,924616.5791961493,8.675170200116762e+17,7.746182412622723e+17,0.3941287878787878,0.4033712121212121,0.7596374752970863,LOW_CONFIDENCE
5.0,R5p0,50000,0.0999999999999998,1.78732876322136,7458.812095866312,925371.8754571225,8.060340165602883e+17,7.131352378108844e+17,0.3546401515151515,0.4151704545454545,0.6626500580617767,CAUTION
5.0,R5p0,55000,0.11,1.68998358302265,6984.5747965754135,924823.569249128,7.552332173201693e+17,6.623344385707654e+17,0.3423863636363636,0.4071401515151515,0.7154383915265299,LOW_CONFIDENCE
5.0,R5p0,60000,0.12,1.61243615416851,6864.103756551708,925270.1078662511,7.418486448655404e+17,6.489498661161364e+17,0.3268560606060606,0.411155303030303,0.6079700914159254,CAUTION
5.0,R5p0,65000,0.13,1.76197890225704,8422.287242483886,924844.3268361336,9.106708013548934e+17,8.177720226054895e+17,0.3242992424242424,0.4192613636363636,0.6053512241684945,CAUTION
5.0,R5p0,70000,0.14,1.60112741168404,8606.964329851087,925591.3562429816,9.29888148997756e+17,8.369893702483521e+17,0.2935416666666666,0.4221022727272727,0.6147253449407692,LOW_CONFIDENCE
5.0,R5p0,75000,0.15,1.50677525961831,8402.082486108577,925641.425005594,9.077038104747528e+17,8.148050317253489e+17,0.294905303030303,0.4229924242424242,0.5803569028987272,LOW_CONFIDENCE
5.0,R5p0,80000,0.16,1.44712698055802,7851.337128089231,925806.735171529,8.480535763908191e+17,7.551547976414152e+17,0.2752651515151515,0.4383522727272727,0.5583825449970189,LOW_CONFIDENCE
5.0,R5p0,85000,0.17,1.58452660440982,8043.280931856833,925796.7486099784,8.687955476116415e+17,7.758967688622376e+17,0.2554924242424242,0.4350189393939394,0.6004970971152763,LOW_CONFIDENCE
5.0,R5p0,90000,0.18,1.63757395383116,6932.954665470977,925203.7821296784,7.49343528353545e+17,6.56444749604141e+17,0.239185606060606,0.4353030303030303,0.5677850441728022,LOW_CONFIDENCE
5.0,R5p0,95000,0.19,1.4269558268522,6327.244340187508,925401.9754122077,6.837292882770349e+17,5.90830509527631e+17,0.2402083333333333,0.4383522727272727,0.5442271982936117,LOW_CONFIDENCE
5.0,R5p0,100000,0.2,1.4993346166247,6428.297996008795,925189.3975306258,6.948088697477755e+17,6.019100909983716e+17,0.2692045454545455,0.4366856060606061,0.5607542035409223,LOW_CONFIDENCE
5.0,R5p0,105000,0.21,1.60521856564172,5801.47641919272,924716.3868683812,6.273789998293248e+17,5.344802210799209e+17,0.2852462121212121,0.4281060606060606,0.6259664845974922,LOW_CONFIDENCE
5.0,R5p0,110000,0.22,1.65775619958868,4974.1241740951655,924472.1141083862,5.380502124601665e+17,4.451514337107626e+17,0.2784469696969697,0.4388257575757576,0.7125790614007483,LOW_CONFIDENCE
5.0,R5p0,115000,0.23,1.43716316831645,6583.454554616384,925039.04567874,7.116947749795607e+17,6.187959962301568e+17,0.2593371212121212,0.4271969696969697,0.6043676431130274,LOW_CONFIDENCE
5.0,R5p0,120000,0.24,1.80677599155004,5813.440215420227,923856.5914200324,6.292578598681166e+17,5.363590811187127e+17,0.2521780303030303,0.4248295454545454,0.6677803516991984,LOW_CONFIDENCE
5.0,R5p0,125000,0.25,1.59456225407593,5882.356766660472,924415.598321825,6.363324869614104e+17,5.434337082120065e+17,0.2658333333333333,0.4079734848484848,0.5534271469561494,LOW_CONFIDENCE
5.0,R5p0,130000,0.26,1.84338580381172,5501.510853477625,923430.690192758,5.957686821443235e+17,5.028699033949196e+17,0.2650757575757576,0.4105113636363636,0.6006238363857996,LOW_CONFIDENCE
5.0,R5p0,135000,0.27,1.75749666083178,5299.996717097683,923746.3910652536,5.737501946812251e+17,4.808514159318212e+17,0.2644318181818181,0.3871969696969697,0.6159804971077317,LOW_CONFIDENCE
5.0,R5p0,140000,0.28,1.89952006743656,5014.383127627818,923084.6995276252,5.4322026247362266e+17,4.503214837242188e+17,0.2330492424242424,0.3831060606060606,0.5760647164861201,LOW_CONFIDENCE
5.0,R5p0,145000,0.29,2.18131167108199,4571.4178236676535,921836.0931023932,4.959035405397044e+17,4.030047617903005e+17,0.2172727272727272,0.370530303030303,0.553265315250313,LOW_CONFIDENCE
5.0,R5p0,150000,0.3,2.30817428959419,4415.215916275815,921828.6579472278,4.789627528078623e+17,3.860639740584584e+17,0.2104924242424242,0.3735037878787878,0.6476310087278785,LOW_CONFIDENCE
5.0,R5p0,155000,0.31,2.15880029384987,4260.130090425478,922124.6678093304,4.619906872837669e+17,3.69091908534363e+17,0.1899621212121212,0.3716856060606061,0.4947485942662633,LOW_CONFIDENCE
5.0,R5p0,160000,0.32,2.26823392360248,4844.948154750637,921962.0326012996,5.255040862236704e+17,4.326053074742665e+17,0.1794696969696969,0.3803219696969697,0.5947535938975782,LOW_CONFIDENCE
5.0,R5p0,165000,0.33,2.57611970220678,5742.797526232183,921150.4585636354,6.234375147776639e+17,5.3053873602826e+17,0.171780303030303,0.3905871212121212,0.497146554002377,LOW_CONFIDENCE
5.0,R5p0,170000,0.34,2.43511689088541,5869.8837745727305,921650.9312639474,6.368879556735002e+17,5.4398917692409626e+17,0.16125,0.3903030303030303,0.6741356798856663,LOW_CONFIDENCE
5.0,R5p0,175000,0.35,2.30384732675388,6218.2544927697645,921810.4598925865,6.745697476132288e+17,5.816709688638249e+17,0.1589015151515151,0.3817234848484848,0.6499462888501085,LOW_CONFIDENCE
5.0,R5p0,180000,0.36,2.32586606761227,6071.902755482858,921457.3894045854,6.589455817817379e+17,5.66046803032334e+17,0.1584280303030303,0.3786742424242424,0.6527980359485519,LOW_CONFIDENCE
5.0,R5p0,185000,0.37,2.55507533398048,5841.532712279411,921154.2387394756,6.341535941117821e+17,5.4125481536237824e+17,0.1451515151515151,0.3938825757575757,0.6193271122338383,LOW_CONFIDENCE
5.0,R5p0,190000,0.38,2.61024628527,6980.219515032415,921494.0578395647,7.574893680158374e+17,6.645905892664335e+17,0.1494318181818182,0.4101704545454545,0.7252887579275886,LOW_CONFIDENCE
5.0,R5p0,195000,0.39,2.34663283862777,7746.781887265103,921751.0494678514,8.404418841440433e+17,7.475431053946394e+17,0.1565340909090909,0.4366666666666666,0.7133858345744465,LOW_CONFIDENCE
5.0,R5p0,200000,0.4,2.5250663552876,7219.554003073805,920797.4665604772,7.840545033254205e+17,6.911557245760166e+17,0.1555492424242424,0.4348484848484849,0.7093121248605059,LOW_CONFIDENCE
